200 0.500841 0.000682108
400 0.50026 0.00046638
600 0.499508 0.000358521
800 0.499776 0.000323396
1000 0.500136 0.000278044
1200 0.499486 0.000264239
1400 0.49996 0.000235911
1600 0.50031 0.000229203
1800 0.500174 0.000209302
2000 0.49975 0.000203302
2200 0.499977 0.000196544
2400 0.499681 0.000191169
2600 0.500227 0.000179413
2800 0.499958 0.000171222
3000 0.500235 0.000169609
3200 0.500255 0.000159983
3400 0.500149 0.000155357
3600 0.500182 0.000149483
3800 0.500176 0.000145467
4000 0.500234 0.000145255
4200 0.499863 0.000140472
4400 0.499804 0.000137287
4600 0.500101 0.000134688
4800 0.499838 0.000132772
5000 0.499967 0.000129006
5200 0.499985 0.000127124
5400 0.500346 0.000123882
5600 0.499897 0.000119998
5800 0.500093 0.000121255
6000 0.499842 0.000117453
6200 0.499962 0.000115052
6400 0.499949 0.000114606
6600 0.500096 0.000112216
6800 0.500097 0.000109395
7000 0.49996 0.000109552
7200 0.499802 0.000107521
7400 0.50014 0.000105804
7600 0.499964 0.000104689
7800 0.500223 0.000104591
8000 0.500232 0.000102348
8200 0.5001 0.000101291
8400 0.500141 0.000100845
8600 0.500071 9.78728e-05
8800 0.499882 9.74755e-05
9000 0.499967 9.66929e-05
9200 0.499975 9.49622e-05
9400 0.500086 9.42946e-05
9600 0.499991 9.37022e-05
9800 0.500019 9.3378e-05
10000 0.500133 9.16824e-05
